player_full_name,player_two_words,season_ps,ir_name,season_ir,fuzzy_score
mike evans,mike evans,2023,mike evans,2019,100
logan thomas,logan thomas,2023,logan thomas,2021,100
logan thomas,logan thomas,2023,logan thomas,2021,100
courtland sutton,courtland sutton,2023,courtland sutton,2020,100
rashee rice,rashee rice,2023,rashee rice,2024,100
adam thielen,adam thielen,2023,adam thielen,2021,100
adam thielen,adam thielen,2023,adam thielen,2024,100
allen lazard,allen lazard,2023,allen lazard,2020,100
allen lazard,allen lazard,2023,allen lazard,2024,100
chris olave,chris olave,2023,chris olave,2024,100
kyle pitts,kyle pitts,2023,kyle pitts,2022,100
darren waller,darren waller,2023,darren waller,2015,100
darren waller,darren waller,2023,darren waller,2022,100
darren waller,darren waller,2023,darren waller,2023,100
tyler higbee,tyler higbee,2023,tyler higbee,2021,100
brandin cooks,brandin cooks,2023,brandin cooks,2014,100
brandin cooks,brandin cooks,2023,brandin cooks,2024,100
evan engram,evan engram,2023,evan engram,2019,100
evan engram,evan engram,2023,evan engram,2024,100
jonathan mingo,jonathan mingo,2023,jonathan mingo,2023,100
tyler boyd,tyler boyd,2023,tyler boyd,2018,100
michael gallup,michael gallup,2023,michael gallup,2021,100
michael gallup,michael gallup,2023,michael gallup,2021,100
christian kirk,christian kirk,2023,christian kirk,2018,100
christian kirk,christian kirk,2023,christian kirk,2023,100
christian kirk,christian kirk,2023,christian kirk,2024,100
marquise brown,marquise brown,2023,marquise brown,2022,100
marquise brown,marquise brown,2023,marquise brown,2023,100
marquise brown,marquise brown,2023,marquise brown,2024,100
hunter henry,hunter henry,2023,hunter henry,2017,100
hunter henry,hunter henry,2023,hunter henry,2023,100
puka nacua,puka nacua,2023,puka nacua,2024,100
tj hockenson,tj hockenson,2023,tj hockenson,2019,100
tj hockenson,tj hockenson,2023,tj hockenson,2021,100
tj hockenson,tj hockenson,2023,tj hockenson,2023,100
stefon diggs,stefon diggs,2023,stefon diggs,2024,100
darnell mooney,darnell mooney,2023,darnell mooney,2022,100
devante parker,devante parker,2023,devante parker,2021,100
nico collins,nico collins,2023,nico collins,2021,100
nico collins,nico collins,2023,nico collins,2022,100
nico collins,nico collins,2023,nico collins,2024,100
deandre hopkins,deandre hopkins,2023,deandre hopkins,2021,100
josh reynolds,josh reynolds,2023,josh reynolds,2024,100
brandon aiyuk,brandon aiyuk,2023,brandon aiyuk,2024,100
dj chark,dj chark,2023,dj chark,2021,100
dj chark,dj chark,2023,dj chark,2022,100
dj chark,dj chark,2023,dj chark,2024,100
luke musgrave,luke musgrave,2023,luke musgrave,2023,100
luke musgrave,luke musgrave,2023,luke musgrave,2024,100
calvin ridley,calvin ridley,2023,calvin ridley,2019,100
mark andrews,mark andrews,2023,mark andrews,2023,100
ceedee lamb,ceedee lamb,2023,ceedee lamb,2024,100
rashod bateman,rashod bateman,2023,rashod bateman,2021,100
rashod bateman,rashod bateman,2023,rashod bateman,2022,100
george kittle,george kittle,2023,george kittle,2020,100
george kittle,george kittle,2023,george kittle,2021,100
odell beckham,odell beckham,2023,odell beckham,2017,100
odell beckham,odell beckham,2023,odell beckham,2020,100
michael thomas,michael thomas,2023,michael thomas,2014,100
michael thomas,michael thomas,2023,michael thomas,2017,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2022,100
michael thomas,michael thomas,2023,michael thomas,2023,100
michael thomas,michael thomas,2023,michael thomas,2014,100
michael thomas,michael thomas,2023,michael thomas,2017,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2022,100
michael thomas,michael thomas,2023,michael thomas,2023,100
michael thomas,michael thomas,2023,michael thomas,2014,100
michael thomas,michael thomas,2023,michael thomas,2017,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2022,100
michael thomas,michael thomas,2023,michael thomas,2023,100
michael thomas,michael thomas,2023,michael thomas,2014,100
michael thomas,michael thomas,2023,michael thomas,2017,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2020,100
michael thomas,michael thomas,2023,michael thomas,2022,100
michael thomas,michael thomas,2023,michael thomas,2023,100
david njoku,david njoku,2023,david njoku,2019,100
david njoku,david njoku,2023,david njoku,2020,100
david njoku,david njoku,2023,david njoku,2024,100
ray-ray mccloud,ray-ray mccloud,2024,ray-ray mccloud,2023,100
cooper kupp,cooper kupp,2024,cooper kupp,2018,100
cooper kupp,cooper kupp,2024,cooper kupp,2022,100
cooper kupp,cooper kupp,2024,cooper kupp,2023,100
olamide zaccheaus,olamide zaccheaus,2024,olamide zaccheaus,2020,100
stefon diggs,stefon diggs,2024,stefon diggs,2024,100
sterling shepard,sterling shepard,2024,sterling shepard,2020,100
sterling shepard,sterling shepard,2024,sterling shepard,2021,100
sterling shepard,sterling shepard,2024,sterling shepard,2022,100
pat freiermuth,pat freiermuth,2024,pat freiermuth,2023,100
colby parkinson,colby parkinson,2024,colby parkinson,2021,100
curtis samuel,curtis samuel,2024,curtis samuel,2017,100
curtis samuel,curtis samuel,2024,curtis samuel,2021,100
evan engram,evan engram,2024,evan engram,2019,100
evan engram,evan engram,2024,evan engram,2024,100
noah brown,noah brown,2024,noah brown,2018,100
noah brown,noah brown,2024,noah brown,2021,100
noah brown,noah brown,2024,noah brown,2023,100
noah brown,noah brown,2024,noah brown,2023,100
noah brown,noah brown,2024,noah brown,2024,100
michael pittman,michael pittman,2024,michael pittman,2020,100
christian kirk,christian kirk,2024,christian kirk,2018,100
christian kirk,christian kirk,2024,christian kirk,2023,100
christian kirk,christian kirk,2024,christian kirk,2024,100
mike evans,mike evans,2024,mike evans,2019,100
parker washington,parker washington,2024,parker washington,2023,100
jameson williams,jameson williams,2024,jameson williams,2022,100
puka nacua,puka nacua,2024,puka nacua,2024,100
keenan allen,keenan allen,2024,keenan allen,2015,100
keenan allen,keenan allen,2024,keenan allen,2016,100
darnell mooney,darnell mooney,2024,darnell mooney,2022,100
tyler boyd,tyler boyd,2024,tyler boyd,2018,100
calvin austin iii,calvin austin,2024,calvin austin,2022,100
adam thielen,adam thielen,2024,adam thielen,2021,100
adam thielen,adam thielen,2024,adam thielen,2024,100
tyler lockett,tyler lockett,2024,tyler lockett,2016,100
chris godwin,chris godwin,2024,chris godwin,2020,100
chris godwin,chris godwin,2024,chris godwin,2021,100
chris godwin,chris godwin,2024,chris godwin,2024,100
david njoku,david njoku,2024,david njoku,2019,100
david njoku,david njoku,2024,david njoku,2020,100
david njoku,david njoku,2024,david njoku,2024,100
jonnu smith,jonnu smith,2024,jonnu smith,2018,100
zach ertz,zach ertz,2024,zach ertz,2020,100
zach ertz,zach ertz,2024,zach ertz,2022,100
zach ertz,zach ertz,2024,zach ertz,2023,100
brandin cooks,brandin cooks,2024,brandin cooks,2014,100
brandin cooks,brandin cooks,2024,brandin cooks,2024,100
brian thomas jr.,brian thomas,2024,brian thomas,2013,100
brian thomas jr.,brian thomas,2024,brian thomas,2024,100
elijah moore,elijah moore,2024,elijah moore,2021,100
cedric tillman,cedric tillman,2024,cedric tillman,2024,100
tj hockenson,tj hockenson,2024,tj hockenson,2019,100
tj hockenson,tj hockenson,2024,tj hockenson,2021,100
tj hockenson,tj hockenson,2024,tj hockenson,2023,100
travis kelce,travis kelce,2024,travis kelce,2013,100
calvin ridley,calvin ridley,2024,calvin ridley,2019,100
rashod bateman,rashod bateman,2024,rashod bateman,2021,100
rashod bateman,rashod bateman,2024,rashod bateman,2022,100
will dissly,will dissly,2024,will dissly,2018,100
will dissly,will dissly,2024,will dissly,2019,100
will dissly,will dissly,2024,will dissly,2022,100
kyle pitts,kyle pitts,2024,kyle pitts,2022,100
courtland sutton,courtland sutton,2024,courtland sutton,2020,100
jerry jeudy,jerry jeudy,2024,jerry jeudy,2021,100
hunter henry,hunter henry,2024,hunter henry,2017,100
hunter henry,hunter henry,2024,hunter henry,2023,100
dallas goedert,dallas goedert,2024,dallas goedert,2020,100
dallas goedert,dallas goedert,2024,dallas goedert,2022,100
dallas goedert,dallas goedert,2024,dallas goedert,2024,100
david moore,david moore,2024,david moore,2022,100
ceedee lamb,ceedee lamb,2024,ceedee lamb,2024,100
mack hollins,mack hollins,2024,mack hollins,2018,100
justin jefferson,justin jefferson,2024,justin jefferson,2023,100
deebo samuel sr.,deebo samuel,2024,deebo samuel,2020,100
aj brown,aj brown,2024,aj brown,2021,100
deandre hopkins,deandre hopkins,2024,deandre hopkins,2021,100
george kittle,george kittle,2024,george kittle,2020,100
george kittle,george kittle,2024,george kittle,2021,100
allen lazard,allen lazard,2024,allen lazard,2020,100
allen lazard,allen lazard,2024,allen lazard,2024,100
nico collins,nico collins,2024,nico collins,2021,100
nico collins,nico collins,2024,nico collins,2022,100
nico collins,nico collins,2024,nico collins,2024,100
diontae johnson,diontae johnson,2024,diontae johnson,2023,100
brandon aiyuk,brandon aiyuk,2024,brandon aiyuk,2024,100
mark andrews,mark andrews,2024,mark andrews,2023,100
